id,price
0,7.0708463449613355
1,7.193107483624166
2,7.9572396635655975
3,7.208390103350327
4,7.391781817373024
5,8.110066065794555
6,7.024998341100018
7,8.11006604168075
8,7.697434645944746
9,7.376499113248543
10,7.1931073751120405
11,7.193107363055137
12,7.941956899156602
13,7.024998256701698
14,7.0555635323247285
15,6.994432944907959
16,7.682151905649556
17,8.11006592111172
18,8.125348552894785
19,7.2236725542798474
20,7.743282432781813
21,7.040280804086442
22,8.110065860827207
23,9.714743451966807
24,7.070846055595666
25,7.941956742416865
26,7.941956730359962
27,8.40043603350206
28,8.20176165152559
29,9.179850845226555
30,7.941956682132351
31,7.376498847996681
32,7.651586425059178
33,7.345933536202941
34,7.407064099505906
35,7.361216155929102
36,7.804412815231234
37,8.217044186853432
38,7.05556324295906
39,6.948584724022391
40,7.330650807964655
41,8.40043586470542
42,6.948584687851682
43,8.186478826832081
44,7.330650759737043
45,8.40043581647781
46,7.941956489221905
47,8.09478291556467
48,8.094782903507767
49,7.055563110333129
50,7.193106892835926
51,7.040280442379356
52,8.461566307439355
53,8.904762966741487
54,7.514042365247615
55,8.110065462949413
56,8.874197642890845
57,8.094782794995641
58,7.11669357718087
59,8.110065414721802
60,8.094782758824932
61,8.889480226446297
62,7.361215830392726
63,8.11006536649419
64,7.789129833797988
65,7.086128205102617
66,7.422346357524981
67,8.858914866424946
68,7.407063689571209
69,9.943982554948777
70,8.262891720495539
71,7.024997557401333
72,7.682151230462997
73,7.193106615527161
74,8.110065233868259
75,8.217043728691124
76,7.621020606875519
77,7.131975991939683
78,8.874197377638982
79,7.345932981585411
80,8.110065161526842
81,8.278174231709574
82,7.407063520774569
83,8.476848577515334
84,8.186478332499064
85,7.391780840763894
86,7.804412212386092
87,8.110065077128523
88,8.140630352751552
89,7.193106422616715
90,7.345932848959479
91,8.140630316580845
92,8.125347660683975
93,7.422346031988605
94,6.933301417052768
95,8.889479816511601
96,8.09478232477643
97,7.055562531601792
98,8.874197136500925
99,7.070845151327953
100,7.636302961349818
101,8.26289134673155
102,8.171195471634846
103,7.330650048379775
104,8.35458717360064
105,7.666868188745237
106,7.1778235738094
107,8.110064835990466
108,7.666868152574528
109,8.094782168036692
110,9.240980443977293
111,7.34593259576452
112,7.070844994588216
113,7.024997051011414
114,8.400434984551513
115,7.086127602257474
116,7.74328127531914
117,7.330649879583135
118,7.040279634566866
119,8.400434924266998
120,7.361215131092361
121,8.186477886393659
122,8.155912586656823
123,7.101410149642218
124,7.391780370544683
125,8.858914167124581
126,7.040279538111643
127,8.369869540131841
128,7.162540664717571
129,8.431000091377904
130,8.2476083532414
131,8.125347190464764
132,7.789129013928594
133,8.858914070669359
134,7.101410017016287
135,8.87419669039552
136,7.3459322943419485
137,8.11006447428338
138,7.131975256468609
139,7.0402793813719065
140,9.714742041309174
141,7.957237987656102
142,7.162540495920931
143,7.957237963542296
144,7.651585074686059
145,8.858913925986524
146,7.75856355745202
147,7.05556192875665
148,7.422345368858948
149,7.651585014401546
150,7.651585002344643
151,7.070844524369005
152,7.376497389111436
153,7.498758527774267
154,7.65158495411703
155,7.3459320652607945
156,8.858913793360593
157,8.201760096185124
158,7.055561796130719
159,7.834976619912117
160,7.330649361136313
161,7.941955102678078
162,8.599108775739744
163,7.101409667366104
164,7.131974942989135
165,7.3153666570118325
166,8.293455850712798
167,7.361214564417927
168,7.131974894761524
169,7.024996375824854
170,7.483475678966951
171,8.21704257122845
172,8.110064052291781
173,8.171194615594745
174,7.636302069139007
175,7.055561591163371
176,7.101409510626367
177,7.727997896008099
178,7.193105349552362
179,7.42234499509496
180,8.110063955836559
181,7.636301984740688
182,7.330649095884451
183,7.682149892146782
184,7.162539989531012
185,7.040278826754375
186,8.920044007013376
187,7.63630191239927
188,7.345931667383001
189,7.040278778526764
190,7.0249961226298945
191,7.193105192812625
192,7.284801043795523
193,7.2695183878986525
194,7.31536630736165
195,8.369868720262449
196,8.110063762926112
197,7.834976161749809
198,7.254235683774172
199,7.086126589477636
200,6.994430714380933
201,8.140628990321531
202,6.9180174710672935
203,7.040278609730124
204,7.055561241513188
205,8.14062894209392
206,8.889478478195384
207,7.345931438301847
208,8.52269500192238
209,7.177822331948407
210,7.636301635090505
211,6.963865294075068
212,8.171194145375534
213,6.918017338441362
214,7.0555611209441595
215,7.193104903446956
216,7.070843740670321
217,7.193104879333151
218,8.24760729223395
219,8.110063485617347
220,7.101408980122642
221,9.057587379581475
222,7.5598882712078375
223,7.101408943951934
224,8.889478261171133
225,8.125346057115896
226,8.14062868889896
227,8.217041896041891
228,8.11006337710522
229,8.324020378807852
230,8.446281517470682
231,7.437627011975978
232,7.422344356079109
233,7.682149289301639
234,7.269517893565636
235,7.4223443199084
236,7.101408787212197
237,7.20838728203506
238,6.933299680858758
239,8.140628532159223
240,7.468192191143785
241,7.040278151567816
242,9.653610236145216
243,8.110063196251678
244,7.330648348356474
245,7.590453281579006
246,7.086126022803201
247,7.269517736825899
248,7.636301176928197
249,7.3612135757518935
250,7.957236673453692
251,8.110063099796456
252,7.040278018941884
253,7.941953993443017
254,9.164565488583449
255,7.636301092529877
256,7.33064820367364
257,7.789127506815738
258,7.4834746179595015
259,7.636301044302265
260,8.094780347444363
261,6.963864691229926
262,7.941953884930891
263,7.269517543915454
264,7.070843161938984
265,9.80643639723612
266,7.086125781665145
267,7.055560481928309
268,6.948581962991639
269,9.19513059540984
270,8.201758733755101
271,6.9791472145008635
272,7.361213298443128
273,7.758562026225359
274,7.086125685209922
275,8.874195002429122
276,8.110062798373885
277,8.232323937036716
278,7.636300815221111
